"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SVK","EDUADULT","TRY","PC_25_64","A","2007",14.438412,
"SVK","EDUADULT","TRY","PC_25_64","A","2008",14.763523,
"SVK","EDUADULT","TRY","PC_25_64","A","2009",15.762831,
"SVK","EDUADULT","TRY","PC_25_64","A","2010",17.327984,
"SVK","EDUADULT","TRY","PC_25_64","A","2011",18.617317,
"SVK","EDUADULT","TRY","PC_25_64","A","2012",18.979084,
"SVK","EDUADULT","TRY","PC_25_64","A","2013",19.87734,
"SVK","EDUADULT","TRY","PC_25_64","A","2014",20.379578,
"SVK","EDUADULT","TRY","PC_25_64","A","2015",21.149881,
"SVK","EDUADULT","TRY","PC_25_64","A","2016",21.979519,
"SVK","EDUADULT","TRY","PC_25_64","A","2017",23.095415,
"ESP","EDUADULT","TRY","PC_25_64","A","1991",9.8881588,
"ESP","EDUADULT","TRY","PC_25_64","A","1992",13.066113,
"ESP","EDUADULT","TRY","PC_25_64","A","1994",15.000957,
"ESP","EDUADULT","TRY","PC_25_64","A","1995",16.106016,
"ESP","EDUADULT","TRY","PC_25_64","A","1997",19.111237,
"ESP","EDUADULT","TRY","PC_25_64","A","1998",20.159647,
"ESP","EDUADULT","TRY","PC_25_64","A","1999",21.257387,
"ESP","EDUADULT","TRY","PC_25_64","A","2000",22.704889,
"ESP","EDUADULT","TRY","PC_25_64","A","2001",23.751223,
"ESP","EDUADULT","TRY","PC_25_64","A","2002",24.921057,
"ESP","EDUADULT","TRY","PC_25_64","A","2003",25.625629,
"ESP","EDUADULT","TRY","PC_25_64","A","2004",26.748661,
"ESP","EDUADULT","TRY","PC_25_64","A","2005",28.518797,
"ESP","EDUADULT","TRY","PC_25_64","A","2006",28.809401,
"ESP","EDUADULT","TRY","PC_25_64","A","2007",29.27644,
"ESP","EDUADULT","TRY","PC_25_64","A","2008",29.519304,
"ESP","EDUADULT","TRY","PC_25_64","A","2009",29.989544,
"ESP","EDUADULT","TRY","PC_25_64","A","2010",31.016668,
"ESP","EDUADULT","TRY","PC_25_64","A","2011",31.91456,
"ESP","EDUADULT","TRY","PC_25_64","A","2012",32.649994,
"ESP","EDUADULT","TRY","PC_25_64","A","2013",33.734821,
"ESP","EDUADULT","TRY","PC_25_64","A","2014",34.678776,
"ESP","EDUADULT","TRY","PC_25_64","A","2015",35.081161,
"ESP","EDUADULT","TRY","PC_25_64","A","2016",35.693489,
"ESP","EDUADULT","TRY","PC_25_64","A","2017",36.351273,
"SWE","EDUADULT","TRY","PC_25_64","A","1991",25.235058,
"SWE","EDUADULT","TRY","PC_25_64","A","1992",25.830162,
"SWE","EDUADULT","TRY","PC_25_64","A","1994",27.01993,
"SWE","EDUADULT","TRY","PC_25_64","A","1995",28.309612,
"SWE","EDUADULT","TRY","PC_25_64","A","1997",27.536875,
"SWE","EDUADULT","TRY","PC_25_64","A","1998",27.991739,
"SWE","EDUADULT","TRY","PC_25_64","A","1999",28.748779,
"SWE","EDUADULT","TRY","PC_25_64","A","2000",30.122953,
"SWE","EDUADULT","TRY","PC_25_64","A","2001",31.602741,
"SWE","EDUADULT","TRY","PC_25_64","A","2002",32.56509,
"SWE","EDUADULT","TRY","PC_25_64","A","2003",33.419739,
"SWE","EDUADULT","TRY","PC_25_64","A","2004",34.529377,
"SWE","EDUADULT","TRY","PC_25_64","A","2005",29.645443,
"SWE","EDUADULT","TRY","PC_25_64","A","2006",30.520433,
"SWE","EDUADULT","TRY","PC_25_64","A","2007",31.328465,
"SWE","EDUADULT","TRY","PC_25_64","A","2008",32.02702,
"SWE","EDUADULT","TRY","PC_25_64","A","2009",33.060085,
"SWE","EDUADULT","TRY","PC_25_64","A","2010",33.868935,
"SWE","EDUADULT","TRY","PC_25_64","A","2011",35.174355,
"SWE","EDUADULT","TRY","PC_25_64","A","2012",35.698952,
"SWE","EDUADULT","TRY","PC_25_64","A","2013",37.034386,
"SWE","EDUADULT","TRY","PC_25_64","A","2014",38.700306,
"SWE","EDUADULT","TRY","PC_25_64","A","2015",39.786552,
"SWE","EDUADULT","TRY","PC_25_64","A","2016",41.139179,
"SWE","EDUADULT","TRY","PC_25_64","A","2017",41.936691,
"CHE","EDUADULT","TRY","PC_25_64","A","1991",20.290298,
"CHE","EDUADULT","TRY","PC_25_64","A","1992",20.960182,
"CHE","EDUADULT","TRY","PC_25_64","A","1994",21.428631,
"CHE","EDUADULT","TRY","PC_25_64","A","1995",21.11282,
"CHE","EDUADULT","TRY","PC_25_64","A","1997",22.192898,
"CHE","EDUADULT","TRY","PC_25_64","A","1998",22.92836,
"CHE","EDUADULT","TRY","PC_25_64","A","1999",23.607292,
"CHE","EDUADULT","TRY","PC_25_64","A","2000",24.177282,
"CHE","EDUADULT","TRY","PC_25_64","A","2001",25.401983,
"CHE","EDUADULT","TRY","PC_25_64","A","2002",25.385767,
"CHE","EDUADULT","TRY","PC_25_64","A","2003",26.875856,
"CHE","EDUADULT","TRY","PC_25_64","A","2004",28.088779,
"CHE","EDUADULT","TRY","PC_25_64","A","2005",28.763943,
"CHE","EDUADULT","TRY","PC_25_64","A","2006",29.851349,
"CHE","EDUADULT","TRY","PC_25_64","A","2007",31.327906,
"CHE","EDUADULT","TRY","PC_25_64","A","2008",33.652287,
"CHE","EDUADULT","TRY","PC_25_64","A","2009",35.020153,
"CHE","EDUADULT","TRY","PC_25_64","A","2010",33.881504,
"CHE","EDUADULT","TRY","PC_25_64","A","2011",34.000179,
"CHE","EDUADULT","TRY","PC_25_64","A","2012",35.291126,
"CHE","EDUADULT","TRY","PC_25_64","A","2013",37.407192,
"CHE","EDUADULT","TRY","PC_25_64","A","2014",38.428497,
"CHE","EDUADULT","TRY","PC_25_64","A","2015",39.782719,
"CHE","EDUADULT","TRY","PC_25_64","A","2016",41.235474,
"CHE","EDUADULT","TRY","PC_25_64","A","2017",42.594601,
"TUR","EDUADULT","TRY","PC_25_64","A","1991",6.3314686,
"TUR","EDUADULT","TRY","PC_25_64","A","1992",4.7576094,
"TUR","EDUADULT","TRY","PC_25_64","A","1994",7.0107942,
"TUR","EDUADULT","TRY","PC_25_64","A","1995",8.3635979,
"TUR","EDUADULT","TRY","PC_25_64","A","1997",7.5800052,
"TUR","EDUADULT","TRY","PC_25_64","A","1998",7.4544587,
"TUR","EDUADULT","TRY","PC_25_64","A","1999",8.0786676,
"TUR","EDUADULT","TRY","PC_25_64","A","2000",8.3461838,
"TUR","EDUADULT","TRY","PC_25_64","A","2001",8.4432325,
"TUR","EDUADULT","TRY","PC_25_64","A","2002",9.1408987,
"TUR","EDUADULT","TRY","PC_25_64","A","2003",9.7044678,
"TUR","EDUADULT","TRY","PC_25_64","A","2004",9.653903,
"TUR","EDUADULT","TRY","PC_25_64","A","2005",10.23861,
"TUR","EDUADULT","TRY","PC_25_64","A","2006",10.919287,
"TUR","EDUADULT","TRY","PC_25_64","A","2007",11.290907,
"TUR","EDUADULT","TRY","PC_25_64","A","2008",12.040659,
"TUR","EDUADULT","TRY","PC_25_64","A","2009",12.710275,
"TUR","EDUADULT","TRY","PC_25_64","A","2010",13.118464,
"TUR","EDUADULT","TRY","PC_25_64","A","2011",14.034094,
"TUR","EDUADULT","TRY","PC_25_64","A","2012",15.290227,
"TUR","EDUADULT","TRY","PC_25_64","A","2013",15.907355,
"TUR","EDUADULT","TRY","PC_25_64","A","2014",16.693634,
"TUR","EDUADULT","TRY","PC_25_64","A","2015",18.020138,
"TUR","EDUADULT","TRY","PC_25_64","A","2016",19.362528,
"TUR","EDUADULT","TRY","PC_25_64","A","2017",20.013071,
"GBR","EDUADULT","TRY","PC_25_64","A","1997",22.560804,
"GBR","EDUADULT","TRY","PC_25_64","A","1998",23.779587,
"GBR","EDUADULT","TRY","PC_25_64","A","1999",24.858973,
"GBR","EDUADULT","TRY","PC_25_64","A","2000",25.683083,
"GBR","EDUADULT","TRY","PC_25_64","A","2001",26.126522,
"GBR","EDUADULT","TRY","PC_25_64","A","2002",26.840527,
"GBR","EDUADULT","TRY","PC_25_64","A","2003",27.998173,
"GBR","EDUADULT","TRY","PC_25_64","A","2004",29.338522,
"GBR","EDUADULT","TRY","PC_25_64","A","2005",29.709032,
"GBR","EDUADULT","TRY","PC_25_64","A","2006",34.191841,
"GBR","EDUADULT","TRY","PC_25_64","A","2007",35.536041,
"GBR","EDUADULT","TRY","PC_25_64","A","2008",35.216167,
"GBR","EDUADULT","TRY","PC_25_64","A","2009",36.984959,
"GBR","EDUADULT","TRY","PC_25_64","A","2010",38.187191,
"GBR","EDUADULT","TRY","PC_25_64","A","2011",39.412373,
"GBR","EDUADULT","TRY","PC_25_64","A","2012",40.977753,
"GBR","EDUADULT","TRY","PC_25_64","A","2013",41.891979,
"GBR","EDUADULT","TRY","PC_25_64","A","2014",42.217449,
"GBR","EDUADULT","TRY","PC_25_64","A","2015",44.197987,
"GBR","EDUADULT","TRY","PC_25_64","A","2016",45.766762,
"GBR","EDUADULT","TRY","PC_25_64","A","2017",45.744305,
"USA","EDUADULT","TRY","PC_25_64","A","1990",23.647634,
"USA","EDUADULT","TRY","PC_25_64","A","1991",23.749318,
"USA","EDUADULT","TRY","PC_25_64","A","1992",30.168661,
"USA","EDUADULT","TRY","PC_25_64","A","1993",31.34177,
"USA","EDUADULT","TRY","PC_25_64","A","1994",32.240868,
"USA","EDUADULT","TRY","PC_25_64","A","1995",33.278633,
"USA","EDUADULT","TRY","PC_25_64","A","1996",33.91544,
"USA","EDUADULT","TRY","PC_25_64","A","1997",34.06329,
"USA","EDUADULT","TRY","PC_25_64","A","1998",34.871624,
"USA","EDUADULT","TRY","PC_25_64","A","1999",35.761505,
"USA","EDUADULT","TRY","PC_25_64","A","2000",36.494774,
"USA","EDUADULT","TRY","PC_25_64","A","2001",37.520222,
"USA","EDUADULT","TRY","PC_25_64","A","2002",38.133007,
"USA","EDUADULT","TRY","PC_25_64","A","2003",38.42197,
"USA","EDUADULT","TRY","PC_25_64","A","2004",39.052998,
"USA","EDUADULT","TRY","PC_25_64","A","2005",39.054729,
"USA","EDUADULT","TRY","PC_25_64","A","2006",39.486282,
"USA","EDUADULT","TRY","PC_25_64","A","2007",40.270866,
"USA","EDUADULT","TRY","PC_25_64","A","2008",41.10516,
"USA","EDUADULT","TRY","PC_25_64","A","2009",41.214626,
"USA","EDUADULT","TRY","PC_25_64","A","2010",41.662415,
"USA","EDUADULT","TRY","PC_25_64","A","2011",42.44838,
"USA","EDUADULT","TRY","PC_25_64","A","2012",43.052437,
"USA","EDUADULT","TRY","PC_25_64","A","2013",43.910252,
"USA","EDUADULT","TRY","PC_25_64","A","2014",44.224617,
"USA","EDUADULT","TRY","PC_25_64","A","2015",44.629398,
"USA","EDUADULT","TRY","PC_25_64","A","2016",45.666355,
"USA","EDUADULT","TRY","PC_25_64","A","2017",46.3568,
"CHL","EDUADULT","TRY","PC_25_64","A","2009",17.120726,
"CHL","EDUADULT","TRY","PC_25_64","A","2011",17.813892,
"CHL","EDUADULT","TRY","PC_25_64","A","2013",21.089819,
"CHL","EDUADULT","TRY","PC_25_64","A","2015",22.475199,
"EST","EDUADULT","TRY","PC_25_64","A","1997",29.998423,
"EST","EDUADULT","TRY","PC_25_64","A","1998",29.753735,
"EST","EDUADULT","TRY","PC_25_64","A","1999",28.811958,
"EST","EDUADULT","TRY","PC_25_64","A","2000",28.669167,
"EST","EDUADULT","TRY","PC_25_64","A","2001",29.479181,
"EST","EDUADULT","TRY","PC_25_64","A","2002",29.358723,
"EST","EDUADULT","TRY","PC_25_64","A","2003",29.649635,
"EST","EDUADULT","TRY","PC_25_64","A","2004",30.712088,
"EST","EDUADULT","TRY","PC_25_64","A","2005",33.025089,
"EST","EDUADULT","TRY","PC_25_64","A","2006",33.118874,
"EST","EDUADULT","TRY","PC_25_64","A","2007",33.146008,
"EST","EDUADULT","TRY","PC_25_64","A","2008",34.176804,
"EST","EDUADULT","TRY","PC_25_64","A","2009",36.065544,
"EST","EDUADULT","TRY","PC_25_64","A","2010",35.423084,
"EST","EDUADULT","TRY","PC_25_64","A","2011",36.889767,
"EST","EDUADULT","TRY","PC_25_64","A","2012",37.605877,
"EST","EDUADULT","TRY","PC_25_64","A","2013",37.345535,
"EST","EDUADULT","TRY","PC_25_64","A","2014",37.499954,
"EST","EDUADULT","TRY","PC_25_64","A","2015",38.030697,
"EST","EDUADULT","TRY","PC_25_64","A","2016",38.756851,
"EST","EDUADULT","TRY","PC_25_64","A","2017",39.663879,
"ISR","EDUADULT","TRY","PC_25_64","A","2002",42.090389,
"ISR","EDUADULT","TRY","PC_25_64","A","2003",42.89489,
"ISR","EDUADULT","TRY","PC_25_64","A","2005",43.047825,
"ISR","EDUADULT","TRY","PC_25_64","A","2007",43.58707,
"ISR","EDUADULT","TRY","PC_25_64","A","2008",43.980537,
"ISR","EDUADULT","TRY","PC_25_64","A","2009",44.880913,
"ISR","EDUADULT","TRY","PC_25_64","A","2010",45.560074,
"ISR","EDUADULT","TRY","PC_25_64","A","2011",46.396889,
"ISR","EDUADULT","TRY","PC_25_64","A","2012",46.441711,
"ISR","EDUADULT","TRY","PC_25_64","A","2013",47.421043,
"ISR","EDUADULT","TRY","PC_25_64","A","2014",48.53273,
"ISR","EDUADULT","TRY","PC_25_64","A","2015",48.824478,
"ISR","EDUADULT","TRY","PC_25_64","A","2016",49.895348,
"ISR","EDUADULT","TRY","PC_25_64","A","2017",50.91605,
"LVA","EDUADULT","TRY","PC_25_64","A","1996",16.983236,
"LVA","EDUADULT","TRY","PC_25_64","A","1997",15.955276,
"LVA","EDUADULT","TRY","PC_25_64","A","1998",17.193325,
"LVA","EDUADULT","TRY","PC_25_64","A","1999",17.785416,
"LVA","EDUADULT","TRY","PC_25_64","A","2000",18.218046,
"LVA","EDUADULT","TRY","PC_25_64","A","2001",17.809738,
"LVA","EDUADULT","TRY","PC_25_64","A","2002",18.869808,
"LVA","EDUADULT","TRY","PC_25_64","A","2003",17.920399,
"LVA","EDUADULT","TRY","PC_25_64","A","2004",19.785511,
"LVA","EDUADULT","TRY","PC_25_64","A","2005",20.293005,
"LVA","EDUADULT","TRY","PC_25_64","A","2006",20.919746,
"LVA","EDUADULT","TRY","PC_25_64","A","2007",22.18199,
"LVA","EDUADULT","TRY","PC_25_64","A","2008",24.822483,
"LVA","EDUADULT","TRY","PC_25_64","A","2009",25.846195,
"LVA","EDUADULT","TRY","PC_25_64","A","2010",26.946114,
"LVA","EDUADULT","TRY","PC_25_64","A","2011",27.69327,
"LVA","EDUADULT","TRY","PC_25_64","A","2012",29.227177,
"LVA","EDUADULT","TRY","PC_25_64","A","2013",31.011995,
"LVA","EDUADULT","TRY","PC_25_64","A","2014",30.230137,
"LVA","EDUADULT","TRY","PC_25_64","A","2015",31.591949,
"LVA","EDUADULT","TRY","PC_25_64","A","2016",33.361481,
"LVA","EDUADULT","TRY","PC_25_64","A","2017",33.882294,
"SVN","EDUADULT","TRY","PC_25_64","A","2000",15.726464,
"SVN","EDUADULT","TRY","PC_25_64","A","2002",15.257369,
"SVN","EDUADULT","TRY","PC_25_64","A","2003",17.744364,
"SVN","EDUADULT","TRY","PC_25_64","A","2004",19.040981,
"SVN","EDUADULT","TRY","PC_25_64","A","2005",20.171976,
"SVN","EDUADULT","TRY","PC_25_64","A","2006",21.387041,
"SVN","EDUADULT","TRY","PC_25_64","A","2007",22.227602,
"SVN","EDUADULT","TRY","PC_25_64","A","2008",22.637665,
"SVN","EDUADULT","TRY","PC_25_64","A","2009",23.315817,
"SVN","EDUADULT","TRY","PC_25_64","A","2010",23.716619,
"SVN","EDUADULT","TRY","PC_25_64","A","2011",25.09059,
"SVN","EDUADULT","TRY","PC_25_64","A","2012",26.439035,
"SVN","EDUADULT","TRY","PC_25_64","A","2013",27.880541,
"SVN","EDUADULT","TRY","PC_25_64","A","2014",28.600916,
"SVN","EDUADULT","TRY","PC_25_64","A","2015",30.173296,
"SVN","EDUADULT","TRY","PC_25_64","A","2016",30.735788,
"SVN","EDUADULT","TRY","PC_25_64","A","2017",34.302807,
"OAVG","EDUADULT","TRY","PC_25_64","A","1998",20.250945,
"OAVG","EDUADULT","TRY","PC_25_64","A","1999",20.650651,
"OAVG","EDUADULT","TRY","PC_25_64","A","2000",22.269701,
"OAVG","EDUADULT","TRY","PC_25_64","A","2001",22.285416,
"OAVG","EDUADULT","TRY","PC_25_64","A","2002",23.474562,
"OAVG","EDUADULT","TRY","PC_25_64","A","2003",24.861069,
"OAVG","EDUADULT","TRY","PC_25_64","A","2004",25.260065,
"OAVG","EDUADULT","TRY","PC_25_64","A","2005",26.480038,
"OAVG","EDUADULT","TRY","PC_25_64","A","2006",26.692076,
"OAVG","EDUADULT","TRY","PC_25_64","A","2007",27.811454,
"OAVG","EDUADULT","TRY","PC_25_64","A","2008",28.773557,
"OAVG","EDUADULT","TRY","PC_25_64","A","2009",29.515163,
"OAVG","EDUADULT","TRY","PC_25_64","A","2010",30.560193,
"OAVG","EDUADULT","TRY","PC_25_64","A","2011",31.058533,
"OAVG","EDUADULT","TRY","PC_25_64","A","2012",32.483346,
"OAVG","EDUADULT","TRY","PC_25_64","A","2013",32.978443,
"OAVG","EDUADULT","TRY","PC_25_64","A","2014",34.296521,
"OAVG","EDUADULT","TRY","PC_25_64","A","2015",34.662088,
"OAVG","EDUADULT","TRY","PC_25_64","A","2016",35.783563,
"OAVG","EDUADULT","TRY","PC_25_64","A","2017",36.911428,
"LTU","EDUADULT","TRY","PC_25_64","A","2000",41.801403,
"LTU","EDUADULT","TRY","PC_25_64","A","2005",26.547928,
"LTU","EDUADULT","TRY","PC_25_64","A","2006",26.751383,
"LTU","EDUADULT","TRY","PC_25_64","A","2007",28.931429,
"LTU","EDUADULT","TRY","PC_25_64","A","2008",30.408518,
"LTU","EDUADULT","TRY","PC_25_64","A","2009",30.958277,
"LTU","EDUADULT","TRY","PC_25_64","A","2010",32.440029,
"LTU","EDUADULT","TRY","PC_25_64","A","2011",33.489258,
"LTU","EDUADULT","TRY","PC_25_64","A","2012",34.05378,
"LTU","EDUADULT","TRY","PC_25_64","A","2013",35.19833,
"LTU","EDUADULT","TRY","PC_25_64","A","2014",36.668087,
"LTU","EDUADULT","TRY","PC_25_64","A","2015",38.724106,
"LTU","EDUADULT","TRY","PC_25_64","A","2016",39.732628,
"LTU","EDUADULT","TRY","PC_25_64","A","2017",40.273941,
